GEOID,coords,duration,geometry
17031241400,"[41.90602837088373, -87.67531260066231]",20.0,"POLYGON ((-87.6751941 41.9177887, -87.6681605 41.915336, -87.66282289999999 41.911002, -87.66066289999999 41.90302920000001, -87.6610029 41.9001325, -87.6671875 41.895157, -87.67520639999999 41.8938829, -87.68236809999999 41.8966098, -87.68734809999999 41.9007385, -87.691163 41.905882, -87.68758339999999 41.9113511, -87.68361580000001 41.9166532, -87.6751941 41.9177887))"
17031151100,"[41.94229034323704, -87.76171751796598]",20.0,"POLYGON ((-87.7546272 41.9510321, -87.7496893 41.9474594, -87.7414594 41.9425621, -87.749528 41.936709, -87.7545557 41.9334733, -87.761923 41.927418, -87.7690149 41.9332409, -87.77371459999999 41.9366408, -87.78185099999999 41.942704, -87.7739696 41.9478307, -87.7687421 41.95109830000001, -87.7621625 41.95689429999999, -87.7546272 41.9510321))"
17031250200,"[41.91235084585062, -87.75107298799752]",20.0,"POLYGON ((-87.74401879999999 41.9214139, -87.73915900000001 41.918151, -87.7346702 41.9113264, -87.73946149999999 41.908041, -87.7459394 41.9042067, -87.75152749999999 41.9005989, -87.75805020000001 41.9032632, -87.76366779999999 41.9070347, -87.7668362 41.9121076, -87.76487879999999 41.91788820000001, -87.75942599999999 41.922659, -87.7512311 41.9242226, -87.74401879999999 41.9214139))"
17031250300,"[41.91284192927544, -87.76084076525582]",20.0,"POLYGON ((-87.753264 41.92214, -87.748451 41.9179454, -87.74178999999999 41.9122816, -87.74851989999999 41.9064332, -87.7533512 41.9036436, -87.7607285 41.89762959999999, -87.7679349 41.9037072, -87.77346779999999 41.9076871, -87.77673679999999 41.91310010000001, -87.7712511 41.91796919999999, -87.7677482 41.9221203, -87.76098019999999 41.9216206, -87.753264 41.92214))"
17031250400,"[41.912907891902826, -87.77539418256583]",20.0,"POLYGON ((-87.7727488 41.9180656, -87.7533809 41.9168306, -87.7572857 41.91283929999999, -87.76306079999999 41.9077178, -87.7681427 41.903915, -87.77522789999999 41.8978918, -87.78300089999999 41.9024479, -87.78758209999999 41.9083129, -87.79548 41.9126445, -87.7821601 41.9166592, -87.77848809999999 41.915284, -87.77795359999999 41.9178671, -87.7727488 41.9180656))"
17031243500,"[41.89265360988218, -87.65251724729745]",20.0,"POLYGON ((-87.64788040000001 41.8980272, -87.63839899999999 41.8987358, -87.63602290000001 41.8921588, -87.64046139999999 41.8873494, -87.6443479 41.88223139999999, -87.65209109999999 41.8836354, -87.6576098 41.8864709, -87.6621974 41.8881026, -87.66681 41.892303, -87.6665318 41.8985975, -87.66058769999999 41.904495, -87.65270049999999 41.9015951, -87.64788040000001 41.8980272))"
17031250500,"[41.91461807427118, -87.79679618185202]",20.0,"POLYGON ((-87.79625639999999 41.926609, -87.7909154 41.9230992, -87.78676659999999 41.9190663, -87.78119559999999 41.9145563, -87.78455900000002 41.909555, -87.7893785 41.9056389, -87.797391 41.901813, -87.80411389999999 41.9052985, -87.80918629999999 41.909402, -87.8126726 41.9142425, -87.8085681 41.9198021, -87.803963 41.923221, -87.79625639999999 41.926609))"
17031071800,"[41.914585513962834, -87.64596598534575]",20.0,"POLYGON ((-87.6388611 41.9235803, -87.6354324 41.9188177, -87.6310891 41.9137846, -87.63372 41.9092788, -87.6378828 41.9043125, -87.64545869999999 41.9031494, -87.6517782 41.9053632, -87.65873789999999 41.908081, -87.658738 41.9154021, -87.6597769 41.9204975, -87.652946 41.9235582, -87.6460474 41.9265492, -87.6388611 41.9235803))"
17031071500,"[41.9149142794503, -87.62676274960273]",20.0,"POLYGON ((-87.61672689999999 41.8971752, -87.626769 41.903472, -87.6339069 41.9058502, -87.63785589999999 41.9102317, -87.64287059999999 41.9147396, -87.65130429999999 41.9214378, -87.64109739999999 41.9208632, -87.63505889999999 41.9255974, -87.6297721 41.9228663, -87.61672689999999 41.8971752))"
17031080400,"[41.90741229585053, -87.64090146057023]",20.0,"POLYGON ((-87.6403534 41.9191443, -87.6333078 41.9160381, -87.6310891 41.9137846, -87.62553439999999 41.9068743, -87.6269155 41.9016662, -87.632817 41.897, -87.6407413 41.8954678, -87.64753549999999 41.8986953, -87.65227259999999 41.90779320000001, -87.65439930000001 41.9130712, -87.648827 41.91644, -87.6403534 41.9191443))"
17031080100,"[41.907553726467, -87.62678974358614]",20.0,"POLYGON ((-87.61672689999999 41.8971752, -87.61672689999999 41.8971752, -87.62018119999999 41.8984375, -87.62712329999999 41.8955121, -87.6338976 41.8980507, -87.6384741 41.9020195, -87.642962 41.9074979, -87.63902 41.912654, -87.65130429999999 41.9214378, -87.63454259999999 41.9183507, -87.6297721 41.9228663, -87.61672689999999 41.8971752))"
17031080300,"[41.90749004203033, -87.63579864573282]",20.0,"POLYGON ((-87.6350669 41.9194824, -87.6297721 41.9228663, -87.61986870000001 41.9013942, -87.62516099999999 41.902686, -87.6289056 41.8984471, -87.6355748 41.8953745, -87.643294 41.898221, -87.6480162 41.9020771, -87.6514536 41.9076314, -87.6481079 41.912697, -87.65130429999999 41.9214378, -87.6433547 41.9165855, -87.6350669 41.9194824))"
17031160400,"[41.957365770741134, -87.72282385292091]",20.0,"POLYGON ((-87.72236699999999 41.972252, -87.71608599999999 41.966259, -87.7110462 41.9625874, -87.702271 41.957456, -87.708275 41.951363, -87.71455 41.94681, -87.72289909999999 41.9480328, -87.7298874 41.9481663, -87.7390994 41.9572726, -87.73674919999999 41.9633663, -87.73113789999999 41.9677151, -87.72236699999999 41.972252))"
17031160300,"[41.95726821106646, -87.73089578486685]",20.0,"POLYGON ((-87.7308249 41.9692496, -87.72369669999999 41.966477, -87.71869149999999 41.9628727, -87.710548 41.9570888, -87.7170757 41.9506881, -87.72251989999999 41.9468973, -87.73086790000001 41.9449701, -87.737661 41.948028, -87.74168399999999 41.952592, -87.7425389 41.957591, -87.74267309999999 41.9625978, -87.739008 41.967661, -87.7308249 41.9692496))"
17031160100,"[41.96462844441838, -87.74279509611468]",20.0,"POLYGON ((-87.742699 41.975126, -87.73472799999999 41.975008, -87.7302382 41.9698283, -87.726096 41.964617, -87.72894629999999 41.9586941, -87.73979 41.957284, -87.7426763 41.9584891, -87.7488261 41.9568282, -87.75362899999999 41.960139, -87.7549647 41.9642704, -87.75509049999999 41.9697702, -87.750698 41.9749679, -87.742699 41.975126))"
17031160200,"[41.95879377102393, -87.73839986242486]",20.0,"POLYGON ((-87.73020939999999 41.9691987, -87.72640050000001 41.9640528, -87.722517 41.959066, -87.726326 41.9535207, -87.73001699999999 41.9479797, -87.738006 41.946674, -87.7454803 41.9499871, -87.7485377 41.9544802, -87.7502853 41.9587134, -87.75069689999999 41.9639443, -87.7455183 41.9678809, -87.7389417 41.9708026, -87.73020939999999 41.9691987))"
17031221500,"[41.92164688912462, -87.68995134666956]",20.0,"POLYGON ((-87.6829424 41.9288426, -87.67943269999999 41.9264284, -87.67371899999999 41.9211979, -87.6758739 41.915707, -87.68193649999999 41.9110936, -87.68992419999999 41.9096718, -87.69771999999999 41.911103, -87.70146149999999 41.9163641, -87.70616590000002 41.9217545, -87.703993 41.927635, -87.6976188 41.932109, -87.6900266 41.9335142, -87.6829424 41.9288426))"
17031221400,"[41.920801313923455, -87.69453203932085]",20.0,"POLYGON ((-87.6864613 41.92671929999999, -87.68543079999999 41.9268119, -87.6784184 41.9209655, -87.6864571 41.9104294, -87.6942852 41.9086739, -87.70123319999999 41.9116335, -87.70654669999999 41.9154444, -87.71082419999999 41.92093089999999, -87.7083313 41.92664569999999, -87.702139 41.9307779, -87.6953441 41.9321282, -87.6864613 41.92671929999999))"
17031221300,"[41.921125677877974, -87.69975406080898]",20.0,"POLYGON ((-87.699744 41.93328, -87.693201 41.929872, -87.687178 41.9264265, -87.685706 41.9210272, -87.685643 41.91496799999999, -87.691766 41.910829, -87.7018782 41.9092331, -87.7068572 41.9119282, -87.71165240000001 41.9158262, -87.7158833 41.9207622, -87.7119122 41.9263397, -87.70779379999999 41.9314871, -87.699744 41.93328))"
17031160700,"[41.95041900059602, -87.70198329339269]",20.0,"POLYGON ((-87.70196199999999 41.9639162, -87.6983333 41.9576329, -87.6899346 41.9556473, -87.69358539999999 41.9501272, -87.690618 41.945431, -87.693921 41.939926, -87.70145869999999 41.938441, -87.70745699999999 41.9419276, -87.71357549999999 41.94462499999999, -87.721738 41.950358, -87.71418559999999 41.95565939999999, -87.7089673 41.9592219, -87.70196199999999 41.9639162))"
17031250800,"[41.90618551648635, -87.75147410937865]",20.0,"POLYGON ((-87.74520099999999 41.915658, -87.739549 41.911098, -87.7386126 41.9060749, -87.7390432 41.9013262, -87.744467 41.89664399999999, -87.75140259999999 41.8938126, -87.759732 41.895862, -87.7636294 41.9009109, -87.7685115 41.9061211, -87.76367169999999 41.9112166, -87.75739999999999 41.914055, -87.751824 41.917668, -87.74520099999999 41.915658))"
17031250700,"[41.90582067831859, -87.76081279593592]",20.0,"POLYGON ((-87.7604813 41.9151004, -87.7534428 41.9140604, -87.748586 41.910768, -87.7446302 41.9058468, -87.74837719999999 41.9004851, -87.75380380000001 41.8967641, -87.760879 41.890655, -87.7676615 41.896892, -87.77323699999999 41.900726, -87.78098890000001 41.9058067, -87.7727783 41.9111077, -87.7689314 41.9155439, -87.7604813 41.9151004))"
17031250600,"[41.90569348654269, -87.77063030977453]",20.0,"POLYGON ((-87.770026 41.916813, -87.76451089999999 41.9157265, -87.7579559 41.9110281, -87.75079799999999 41.9053483, -87.7581893 41.9003919, -87.76337459999999 41.8962994, -87.77052399999999 41.890397, -87.7776337 41.8964949, -87.7823092 41.9003806, -87.79070689999999 41.9056224, -87.7825971 41.9109913, -87.77698629999999 41.9129061, -87.770026 41.916813))"
17031251100,"[41.8986248201227, -87.75201116981329]",20.0,"POLYGON ((-87.7460004 41.9078004, -87.7396703 41.9043324, -87.7319375 41.8987122, -87.7394492 41.8914118, -87.74462799999999 41.889793, -87.75184899999999 41.886632, -87.75903 41.88969, -87.76455399999999 41.893191, -87.771947 41.898732, -87.76424449999999 41.9037519, -87.75900709999999 41.9076446, -87.75203789999999 41.9104702, -87.7460004 41.9078004))"
17031251000,"[41.89869451823607, -87.74489245114063]",20.0,"POLYGON ((-87.7396703 41.9043324, -87.7325721 41.9041726, -87.725298 41.89864, -87.73241399999999 41.894614, -87.73695280000001 41.8874214, -87.7448596 41.8867994, -87.7514972 41.8895244, -87.75711799999999 41.893303, -87.76484379999999 41.8987201, -87.7570166 41.90405459999999, -87.7516026 41.9077314, -87.74494179999999 41.9106997, -87.7396703 41.9043324))"
17031060800,"[41.953847883207416, -87.6437629954925]",20.0,"POLYGON ((-87.63559029999999 41.9646871, -87.63618389999999 41.9440556, -87.64373789999999 41.942549, -87.6507756 41.9451544, -87.65836419999999 41.9435601, -87.65836419999999 41.9435601, -87.65452879999999 41.949399, -87.65694239999999 41.9527977, -87.65593579999999 41.9591176, -87.6519794 41.9646451, -87.6533404 41.9665404, -87.6452608 41.9658751, -87.63559029999999 41.9646871))"
17031060100,"[41.95753112665426, -87.66661124673415]",20.0,"POLYGON ((-87.6647095 41.97039600000001, -87.6600519 41.966521, -87.65397419999999 41.96290260000001, -87.654207 41.95759, -87.65278219999999 41.9513257, -87.6584405 41.9468953, -87.6666625 41.945533, -87.67335039999999 41.9483591, -87.677397 41.952805, -87.68673609999999 41.9576891, -87.6790969 41.96263829999999, -87.673237 41.9668304, -87.6647095 41.97039600000001))"
17031060300,"[41.95060611600489, -87.67133166053571]",20.0,"POLYGON ((-87.6711547 41.96260059999999, -87.6645053 41.9580178, -87.65896529999999 41.9549524, -87.654788 41.9506439, -87.65876999999999 41.945465, -87.6638571 41.9415973, -87.6713087 41.9370877, -87.6787044 41.941497, -87.6836919 41.94511, -87.68958599999999 41.95011, -87.685254 41.9567089, -87.6794938 41.96127750000001, -87.6711547 41.96260059999999))"
17031051400,"[41.93574897323738, -87.68099047680538]",20.0,"POLYGON ((-87.6808264 41.9507837, -87.67410149999999 41.9444053, -87.6683424 41.9410941, -87.6642009 41.935414, -87.66673999999999 41.929968, -87.67306669999999 41.9252837, -87.68090749999999 41.9265348, -87.68751279999999 41.9281034, -87.6915169 41.9309196, -87.6930512 41.9357811, -87.695071 41.941297, -87.68911009999999 41.94674029999999, -87.6808264 41.9507837))"
17031160800,"[41.95021313363227, -87.71281457813437]",20.0,"POLYGON ((-87.7126476 41.9652874, -87.70546499999999 41.9592633, -87.70103809999999 41.9554197, -87.696209 41.9500249, -87.6963605 41.9436909, -87.70465290000001 41.939611, -87.71280399999999 41.938303, -87.7183199 41.9423273, -87.72503709999999 41.9451084, -87.7260888 41.9500572, -87.7273419 41.955951, -87.720805 41.960536, -87.7126476 41.9652874))"
17031161100,"[41.94988008664693, -87.73815501478998]",20.0,"POLYGON ((-87.73795699999999 41.96461, -87.73121999999999 41.958855, -87.7260941 41.95518029999999, -87.72214869999999 41.9499346, -87.724504 41.9434479, -87.729984 41.939569, -87.73790319999999 41.9378339, -87.74364899999999 41.9417789, -87.7480719 41.945505, -87.7543744 41.9495245, -87.752185 41.9551879, -87.74639200000001 41.96000000000001, -87.73795699999999 41.96461))"
17031161300,"[41.942699463872245, -87.73100232304549]",20.0,"POLYGON ((-87.7260888 41.9500572, -87.72175109999999 41.9493237, -87.7166276 41.9366366, -87.722841 41.932122, -87.73197500000001 41.932769, -87.7382039 41.933718, -87.74340339999999 41.9373608, -87.74915299999999 41.9426434, -87.745565 41.949145, -87.7389417 41.9529565, -87.73124810000002 41.9548959, -87.7260888 41.9500572))"
17031161200,"[41.94254895539454, -87.73857007450486]",20.0,"POLYGON ((-87.73836469999999 41.9545713, -87.73156039999999 41.9517076, -87.72643889999999 41.9477929, -87.722038 41.942684, -87.7244269 41.9363806, -87.7307287 41.9333356, -87.7368156 41.9306624, -87.7454075 41.9333675, -87.7507873 41.9376601, -87.75874669999999 41.9421141, -87.7508258 41.9477296, -87.7465904 41.9529679, -87.73836469999999 41.9545713))"
17031161000,"[41.949976700477364, -87.73068292664598]",20.0,"POLYGON ((-87.7245798 41.957781, -87.72030169999999 41.9541571, -87.71437399999999 41.950021, -87.71793509999999 41.9441397, -87.723519 41.9405616, -87.73058449999999 41.9379069, -87.737949 41.94091, -87.7427883 41.9447189, -87.74658629999999 41.9497768, -87.7451456 41.95631480000001, -87.73809919999999 41.9601678, -87.7309401 41.961801, -87.7245798 41.957781))"
17031242100,"[41.899669893791845, -87.66983746673405]",20.0,"POLYGON ((-87.669803 41.911679, -87.663551 41.908252, -87.65908229999999 41.9041577, -87.65240299999999 41.899247, -87.65745439999999 41.8944109, -87.66722089999999 41.8905734, -87.6692343 41.8844984, -87.67689439999999 41.8904018, -87.6821707 41.8944948, -87.688076 41.900014, -87.6820166 41.9047232, -87.677893 41.910276, -87.669803 41.911679))"
17031221600,"[41.92124557289179, -87.6850980023222]",20.0,"POLYGON ((-87.68090749999999 41.9265348, -87.67552669999999 41.925495, -87.66905509999999 41.9207156, -87.6728689 41.91626, -87.6771169 41.9108854, -87.685108 41.909294, -87.6924621 41.9121887, -87.6973763 41.9160889, -87.69921500000001 41.920928, -87.69711799999999 41.926512, -87.69276839999999 41.9316582, -87.6854913 41.9333396, -87.68090749999999 41.9265348))"
17031170100,"[41.95585951081224, -87.79481667801551]",20.0,"POLYGON ((-87.7867435 41.9651743, -87.78100259999999 41.961866, -87.7813989 41.955816, -87.78385139999999 41.9513571, -87.7863349 41.9474852, -87.79445079999999 41.9438101, -87.80181020000001 41.9467246, -87.80684749999999 41.9504988, -87.80653939999999 41.9558524, -87.80574419999999 41.9603656, -87.801671 41.963731, -87.7976772 41.9647105, -87.7867435 41.9651743))"
17031160900,"[41.950082087110005, -87.72260823638308]",20.0,"POLYGON ((-87.7153567 41.9590341, -87.7102764 41.9552166, -87.70240819999999 41.950296, -87.70876969999999 41.9441089, -87.7167613 41.9423932, -87.7226682 41.9424908, -87.727649 41.9436899, -87.7314136 41.9460951, -87.736403 41.9500801, -87.736858 41.955931, -87.731544 41.960483, -87.7232454 41.9651131, -87.7153567 41.9590341))"
17031242000,"[41.89973715025452, -87.66495365214338]",20.0,"POLYGON ((-87.65852369999999 41.9071203, -87.65416879999999 41.9035503, -87.65220599999999 41.899597, -87.650114 41.8938555, -87.6579203 41.8893725, -87.6648979 41.887666, -87.6719952 41.8905275, -87.67726499999999 41.894592, -87.6848 41.899578, -87.67671679999999 41.9050055, -87.6727822 41.9099136, -87.66547179999999 41.9100857, -87.65852369999999 41.9071203))"
17031251200,"[41.898549096157666, -87.76060396048081]",20.0,"POLYGON ((-87.75345059999999 41.9077125, -87.7484309 41.90369, -87.740042 41.8990646, -87.7481897 41.8931473, -87.75355979999999 41.8893122, -87.760623 41.8835229, -87.76772149999999 41.8892605, -87.77292159999999 41.8935708, -87.78092389999999 41.8982703, -87.77238919999999 41.90385020000001, -87.76767169999999 41.9075435, -87.7610055 41.91204949999999, -87.75345059999999 41.9077125))"
17031251300,"[41.89842510301875, -87.77038492958134]",20.0,"POLYGON ((-87.77013400000001 41.9115396, -87.76273879999999 41.9076102, -87.757947 41.903916, -87.75045639999999 41.8983858, -87.7581613 41.8932051, -87.7636102 41.8895344, -87.7695878 41.8833119, -87.7778129 41.8892084, -87.78240389999999 41.8931331, -87.790488 41.8981383, -87.7830489 41.9036018, -87.77732639999999 41.9077262, -87.77013400000001 41.9115396))"
17031051300,"[41.93599612630928, -87.67584025533513]",20.0,"POLYGON ((-87.6684118 41.9450297, -87.6635266 41.9411901, -87.65564999999999 41.935995, -87.6632183 41.9307879, -87.66794829999999 41.9255339, -87.6763488 41.9239959, -87.68130409999999 41.928323, -87.68624199999999 41.9315964, -87.6890832 41.9353737, -87.68981909999999 41.9420128, -87.6824403 41.9448638, -87.67610209999999 41.9510076, -87.6684118 41.9450297))"
17031600700,"[41.84069281289374, -87.66067545519694]",20.0,"POLYGON ((-87.66043789999999 41.852425, -87.650046 41.850687, -87.6466767 41.84657660000001, -87.6452858 41.8406663, -87.6467198 41.8349071, -87.6524215 41.8307118, -87.66028 41.8321779, -87.66867200000002 41.830196, -87.675005 41.834355, -87.67327539999999 41.8390426, -87.66943359999999 41.8437753, -87.66591179999999 41.846645, -87.66043789999999 41.852425))"
17031600900,"[41.83651281500486, -87.6531432515992]",20.0,"POLYGON ((-87.64659929999999 41.8445016, -87.6407449 41.8416025, -87.6363147 41.8363424, -87.6409721 41.8312689, -87.646429 41.827506, -87.65359099999999 41.82546, -87.65933079999999 41.826911, -87.6628764 41.832375, -87.665623 41.8365081, -87.6657575 41.842111, -87.66141999999999 41.848242, -87.6531873 41.84564049999999, -87.64659929999999 41.8445016))"
17031672000,"[41.7611983245043, -87.67112812678795]",20.0,"POLYGON ((-87.66428399999999 41.770179, -87.659358 41.766511, -87.650722 41.761209, -87.65988899999999 41.75682399999999, -87.66441279999999 41.7534516, -87.67157429999999 41.748917, -87.67675899999999 41.7524158, -87.6808058 41.7581612, -87.67972999999999 41.76130999999999, -87.68368 41.766384, -87.6781436 41.7702059, -87.6716651 41.7762975, -87.66428399999999 41.770179))"
